year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2024,4,498,5.9 B,Icahn,Carl,Carl Icahn,1936-02-16,88,Male,United States,United States,Indian Creek,Finance & Investments,['Finance & Investments'],Icahn Capital Management,Founder,True,Decreased
2024,4,498,5.9 B,Li,Robin,Robin Li,1968-11-17,55,Male,China,China,Beijing,Technology,['Technology'],,,True,Decreased
2024,4,498,5.9 B,Lorentzon,Martin,Martin Lorentzon,1969-04-01,55,Male,Sweden,Sweden,Stockholm,Technology,['Technology'],,,True,Increased
2024,4,498,5.9 B,Milner,Yuri,Yuri Milner,1961-11-11,62,Male,Israel,United States,Los Altos,Finance & Investments,['Finance & Investments'],DST Global,Investor,True,Decreased
2024,4,498,5.9 B,Mueller,Theo,Theo Mueller,1940-01-30,84,Male,Germany,Switzerland,Zurich,Food & Beverage,['Food & Beverage'],,,False,Increased
2024,4,498,5.9 B,Pei,Zhenhua,Pei Zhenhua,1959-01-01,65,Male,China,China,Ningde,Energy,['Energy'],,,True,Decreased
2024,4,498,5.9 B,Projosasmito,Agoes,Agoes Projosasmito,1955-08-06,68,Male,Indonesia,Indonesia,Jakarta,Metals & Mining,['Metals & Mining'],,,True,
2024,4,498,5.9 B,Rothschild,Jeff,Jeff Rothschild,1955-01-02,69,Male,United States,United States,Palo Alto,Technology,['Technology'],Meta Platforms,Advisor,True,Increased
2024,4,498,5.9 B,You,Xiaoping,You Xiaoping & family,1958-01-21,66,Male,China,China,Wenzhou,Manufacturing,['Manufacturing'],,,True,Increased
2024,4,511,5.8 B,Faith,Robert,Robert Faith,1963-10-03,60,Male,United States,United States,Charleston,Real Estate,['Real Estate'],,,True,Increased
2024,4,511,5.8 B,Kim,Vyacheslav,Vyacheslav Kim,1969-06-12,54,Male,Kazakhstan,Kazakhstan,Almaty,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,511,5.8 B,Mehta,Samir,Samir Mehta,1963-09-18,60,Male,India,India,Ahmedabad,Healthcare,['Healthcare'],,,False,Increased
2024,4,511,5.8 B,Mehta,Sudhir,Sudhir Mehta,1954-04-10,69,Male,India,India,Ahmedabad,Healthcare,['Healthcare'],,,False,Increased
2024,4,511,5.8 B,Ruan,Liping,Ruan Liping,1964-11-01,59,Male,Hong Kong,China,Ningbo,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,511,5.8 B,Ruan,Xueping,Ruan Xueping,1972-01-01,52,Male,Hong Kong,China,Ningbo,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,511,5.8 B,Sobrato,John A.,John A. Sobrato & family,1939-05-23,84,Male,United States,United States,Atherton,Real Estate,['Real Estate'],Sobrato Development Cos.,Founder and Chairman,True,Decreased
2024,4,511,5.8 B,Tsai,Eng-meng,Tsai Eng-meng,1957-01-15,67,Male,Taiwan,China,Shanghai,Food & Beverage,['Food & Beverage'],,,False,Decreased
2024,4,511,5.8 B,Wesjohann,Erich,Erich Wesjohann & family,1945-06-02,78,Male,Germany,Germany,Visbek,Food & Beverage,['Food & Beverage'],,,True,Increased
2024,4,511,5.8 B,Wu,Yajun,Wu Yajun,1964-01-01,60,Female,China,China,Beijing,Real Estate,['Real Estate'],,,True,Decreased
2024,4,511,5.8 B,York,Denise,Denise York & family,1950-10-21,73,Female,United States,United States,Youngstown,Sports,['Sports'],San Francisco 49ers,Co-Chairman,False,Increased
2024,4,522,5.7 B,Amorim,Maria Fernanda,Maria Fernanda Amorim & family,1935-01-16,89,Female,Portugal,Portugal,Grijo,Diversified,['Diversified'],,,False,Increased
2024,4,522,5.7 B,Calder,Clive,Clive Calder,1946-12-13,77,Male,United Kingdom,Cayman Islands,Grand Cayman,Media & Entertainment,['Media & Entertainment'],,,True,Remained Even
2024,4,522,5.7 B,Coleman,Chase,"Chase Coleman, III.",1975-06-21,48,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Tiger Global Management,Investor,True,Decreased
2024,4,522,5.7 B,Krigsner,Miguel,Miguel Krigsner,1950-01-09,74,Male,Brazil,Brazil,Sao Jose dos Pinhais,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2024,4,522,5.7 B,Lin,Shu-hong,Lin Shu-hong,1928-08-01,95,Male,Taiwan,Taiwan,Taipei,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,522,5.7 B,Shen,Guojun,Shen Guojun,1962-07-31,61,Male,China,China,Beijing,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2024,4,522,5.7 B,Sweeney,Tim,Tim Sweeney,1970-12-13,53,Male,United States,United States,Cary,Media & Entertainment,['Media & Entertainment'],,,True,Increased
2024,4,529,5.6 B,Bhatia,Rahul,Rahul Bhatia,1959-06-10,64,Male,India,India,Delhi,Service,['Service'],,,False,Increased
2024,4,529,5.6 B,Golisano,Tom,Tom Golisano,1941-11-14,82,Male,United States,United States,Naples,Service,['Service'],,,True,Increased
2024,4,529,5.6 B,Högberg Schörling,Sofia,Sofia Högberg Schörling,1978-12-07,45,Female,Sweden,Sweden,Stockholm,Diversified,['Diversified'],,,False,
2024,4,529,5.6 B,Irving,James,James Irving,1928-03-20,96,Male,Canada,Canada,Saint John,Diversified,['Diversified'],,,False,Increased
2024,4,529,5.6 B,Li,Ge,Li Ge,1967-01-01,57,Male,United States,China,Shanghai,Healthcare,['Healthcare'],,,True,Remained Even
2024,4,529,5.6 B,McNair,Janice,Janice McNair,1936-09-30,87,Female,United States,United States,Houston,Sports,['Sports'],,,False,Increased
2024,4,529,5.6 B,Moritz,Michael,Michael Moritz,1954-09-12,69,Male,United States,United States,San Francisco,Finance & Investments,['Finance & Investments'],Sequoia,Investor,True,Increased
2024,4,529,5.6 B,Reimann,Wolfgang,Wolfgang Reimann,1952-10-04,71,Male,Germany,Germany,Passau,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,529,5.6 B,Reimann-Andersen,Matthias,Matthias Reimann-Andersen,1965-03-30,59,Male,Germany,Germany,Munich,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,529,5.6 B,Reimann-Andersen,Stefan,Stefan Reimann-Andersen,1963-07-13,60,Male,Germany,Austria,Vienna,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,529,5.6 B,Reimann-Haas,Renate,Renate Reimann-Haas,1951-10-08,72,Female,Germany,Austria,Vienna,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,529,5.6 B,Resnick,Lynda,Lynda Resnick,1943-01-18,81,Female,United States,United States,Los Angeles,Food & Beverage,['Food & Beverage'],Wonderful Company,Founder,True,Increased
2024,4,529,5.6 B,Resnick,Stewart,Stewart Resnick,1936-12-24,87,Male,United States,United States,Beverly Hills,Food & Beverage,['Food & Beverage'],,,True,Increased
2024,4,529,5.6 B,Rocca,Gianfelice,Gianfelice Rocca,1948-03-02,76,Male,Italy,Italy,Milan,Metals & Mining,['Metals & Mining'],,,False,Increased
2024,4,529,5.6 B,Rocca,Paolo,Paolo Rocca,1952-10-14,71,Male,Italy,Argentina,Buenos Aires,Metals & Mining,['Metals & Mining'],,,False,Increased
2024,4,529,5.6 B,Scheinberg,Mark,Mark Scheinberg,1973-12-27,50,Male,Canada,United Kingdom,Isle of Man,Gambling & Casinos,['Gambling & Casinos'],,,True,Increased
2024,4,529,5.6 B,Schörling Andreen,Märta,Märta Schörling Andreen,1984-05-13,39,Female,Sweden,Sweden,Stockholm,Diversified,['Diversified'],,,False,
2024,4,529,5.6 B,Smith,Fred,Fred Smith,1944-08-11,79,Male,United States,United States,Memphis,Logistics,['Logistics'],FedEx,Founder and Executive Chairman,True,Increased
2024,4,529,5.6 B,Warner,Ty,Ty Warner,1944-09-03,79,Male,United States,United States,Oak Brook,Real Estate,['Real Estate'],,,True,Increased
2024,4,548,5.5 B,Arison,Shari,Shari Arison,1957-09-09,66,Female,Israel,Israel,Tel Aviv,Service,['Service'],,"Investor, Philanthropist",False,Increased
2024,4,548,5.5 B,Biernacki,Tomasz,Tomasz Biernacki,1973-01-01,51,Male,Poland,Poland,"Krotoszyn,",Fashion & Retail,['Fashion & Retail'],,,True,Increased
2024,4,548,5.5 B,Choksi,Mahendra,Mahendra Choksi & family,1941-04-19,82,Male,India,India,Mumbai,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,548,5.5 B,Currie,Andrew,Andrew Currie,1955-12-04,68,Male,United Kingdom,United Kingdom,London,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,548,5.5 B,Gilgan,Peter,Peter Gilgan,1951-01-01,73,Male,Canada,Canada,Toronto,Construction & Engineering,['Construction & Engineering'],Mattamy Group Corp.,"Founder, CEO and Chairman",True,Increased
2024,4,548,5.5 B,Jiaravanon,Sumet,Sumet Jiaravanon,1934-11-02,89,Male,Thailand,Thailand,Bangkok,Diversified,['Diversified'],,,False,Decreased
2024,4,548,5.5 B,Kesaev,Igor,Igor Kesaev,1966-10-30,57,Male,Russia,Russia,Moscow,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2024,4,548,5.5 B,Lin,Li,Lin Li,1963-05-01,60,Male,China,China,Shenzhen,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,548,5.5 B,Lucas,George,George Lucas,1944-05-14,79,Male,United States,United States,San Anselmo,Media & Entertainment,['Media & Entertainment'],,,True,Increased
2024,4,548,5.5 B,Meijer,Doug,Doug Meijer & family,1954-01-22,70,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,548,5.5 B,Meijer,Hank,Hank Meijer & family,1952-02-15,72,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,548,5.5 B,Meijer,Mark,Mark Meijer & family,1957-10-21,66,Male,United States,United States,Grand Rapids,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,548,5.5 B,Reece,John,John Reece,1957-03-07,67,Male,United Kingdom,United Kingdom,London,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,548,5.5 B,Roig,Juan,Juan Roig,1949-10-08,74,Male,Spain,Spain,Valencia,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,548,5.5 B,Tanjung,Chairul,Chairul Tanjung,1962-06-18,61,Male,Indonesia,Indonesia,Jakarta,Diversified,['Diversified'],,,True,Increased
2024,4,563,5.4 B,Chiaravanont,Jaran,Jaran Chiaravanont,1930-04-01,94,Male,Thailand,Thailand,Bangkok,Diversified,['Diversified'],,,False,Decreased
2024,4,563,5.4 B,Cuban,Mark,Mark Cuban,1958-07-31,65,Male,United States,United States,Dallas,Media & Entertainment,['Media & Entertainment'],Dallas Mavericks,Owner,True,Increased
2024,4,563,5.4 B,Emmerson,Archie Aldis,Archie Aldis Emmerson & family,1929-04-10,94,Male,United States,United States,Redding,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,563,5.4 B,Haefner,Martin,Martin Haefner,1954-01-01,70,Male,Switzerland,Switzerland,Zurich,Technology,['Technology'],,,False,Increased
2024,4,563,5.4 B,Hale,Robert,"Robert Hale, Jr.",1966-07-08,57,Male,United States,United States,Boston,Telecom,['Telecom'],,,True,Increased
2024,4,563,5.4 B,Pudwill,Horst Julius,Horst Julius Pudwill,1944-10-23,79,Male,Germany,Hong Kong,Hong Kong,Manufacturing,['Manufacturing'],,,True,Increased
2024,4,563,5.4 B,Secunda,Thomas,Thomas Secunda,1954-06-23,69,Male,United States,United States,Croton-on-Hudson,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,563,5.4 B,Stryker,Jon,Jon Stryker,1958-05-03,65,Male,United States,United States,New York,Healthcare,['Healthcare'],,,False,Increased
2024,4,563,5.4 B,Tornqvist,Torbjorn,Torbjorn Tornqvist,1953-11-08,70,Male,Sweden,Switzerland,Geneva,Energy,['Energy'],,,True,Increased
2024,4,572,5.3 B,Bass,Robert,Robert Bass,1948-03-19,76,Male,United States,United States,Fort Worth,Energy,['Energy'],,,False,Increased
2024,4,572,5.3 B,Caruso,Rick,Rick Caruso,1959-01-07,65,Male,United States,United States,Los Angeles,Real Estate,['Real Estate'],,,True,Remained Even
2024,4,572,5.3 B,Johnson,Charles B.,Charles B. Johnson,1933-01-06,91,Male,United States,United States,Palm Beach,Finance & Investments,['Finance & Investments'],Franklin Resources,Former Chairman and CEO,False,Increased
2024,4,572,5.3 B,Kurzius,Dan,Dan Kurzius,1971-12-01,52,Male,United States,United States,Atlanta,Technology,['Technology'],,,True,Increased
2024,4,572,5.3 B,Lee,Thai,Thai Lee,1958-11-27,65,Female,United States,United States,Austin,Technology,['Technology'],,,True,Increased
2024,4,572,5.3 B,Moreira Salles,Joao,Joao Moreira Salles,1962-01-01,62,Male,Brazil,Brazil,Rio de Janeiro,Diversified,['Diversified'],,,False,Increased
2024,4,572,5.3 B,Moreira Salles Junior,Walther,Walther Moreira Salles Junior,1956-04-12,67,Male,Brazil,Brazil,Rio de Janeiro,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,572,5.3 B,Tsai,Daniel,Daniel Tsai,1956-04-25,67,Male,Taiwan,Taiwan,Taipei,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,572,5.3 B,Wanek,Ronald,Ronald Wanek,1941-05-19,82,Male,United States,United States,Saint Petersburg,Manufacturing,['Manufacturing'],,,True,Remained Even
2024,4,581,5.2 B,Ashley,Michael,Michael Ashley,1964-09-12,59,Male,United Kingdom,United Kingdom,Hertfordshire,Fashion & Retail,['Fashion & Retail'],,,True,Increased
2024,4,581,5.2 B,Bajaj,Rajiv,Rajiv Bajaj,1966-12-21,57,Male,India,India,Pune,Diversified,['Diversified'],,,False,Increased
2024,4,581,5.2 B,Bajaj,Sanjiv,Sanjiv Bajaj,1969-11-02,54,Male,India,India,Pune,Diversified,['Diversified'],,,False,Increased
2024,4,581,5.2 B,Dolan,Charles,Charles Dolan & family,1926-10-16,97,Male,United States,United States,Oyster Bay,Media & Entertainment,['Media & Entertainment'],Cablevision Systems,Chairman and Founder,True,Increased
2024,4,581,5.2 B,Kao,Min,Min Kao & family,1949-01-10,75,Male,United States,United States,Leawood,Technology,['Technology'],,,True,Increased
2024,4,581,5.2 B,Koo,Andre,"Andre Koo, Sr.",1967-05-25,56,Male,Taiwan,Taiwan,Taipei,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,581,5.2 B,Lomtadze,Mikhail,Mikhail Lomtadze,1975-10-17,48,Male,Georgia,Kazakhstan,Almaty,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,581,5.2 B,Rabiu,Abdulsamad,Abdulsamad Rabiu,1960-08-04,63,Male,Nigeria,Nigeria,Lagos,Diversified,['Diversified'],,,False,Decreased
2024,4,581,5.2 B,Tsai,Richard,Richard Tsai,1957-06-02,66,Male,Taiwan,Taiwan,Taipei,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,581,5.2 B,Tschira,Gerda,Gerda Tschira,,,Male,Germany,Germany,,Technology,['Technology'],,,False,
2024,4,581,5.2 B,Tschira,Harald,Harald Tschira,1974-04-25,49,Male,Germany,Germany,Heidelberg,Technology,['Technology'],,,False,Increased
2024,4,581,5.2 B,Tschira,Udo,Udo Tschira,1969-09-17,54,Male,Germany,Germany,Wiesloch,Technology,['Technology'],,,False,Increased
2024,4,581,5.2 B,Uihlein,Elizabeth,Elizabeth Uihlein,1945-07-07,78,Female,United States,United States,Lake Forest,Manufacturing,['Manufacturing'],,Entrepreneur,True,Increased
2024,4,581,5.2 B,Uihlein,Richard,Richard Uihlein,1945-08-27,78,Male,United States,United States,Lake Forest,Manufacturing,['Manufacturing'],,,True,Increased
2024,4,581,5.2 B,Weiner,Russ,Russ Weiner,1970-05-05,53,Male,United States,United States,Delray Beach,Food & Beverage,['Food & Beverage'],,,True,Increased
2024,4,581,5.2 B,Wu,Jianshu,Wu Jianshu,1964-01-01,60,Male,Hong Kong,China,Ningbo,Automotive,['Automotive'],,,True,Decreased
2024,4,597,5.1 B,Baron,Ron,Ron Baron,1943-05-23,80,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,597,5.1 B,Camp,Garrett,Garrett Camp,1978-10-04,45,Male,Canada,United States,San Francisco,Technology,['Technology'],Uber Technologies Inc.,Cofounder and Chairman,True,Increased
2024,4,597,5.1 B,Dolby,Dagmar,Dagmar Dolby & family,1941-06-28,82,Female,United States,United States,San Francisco,Technology,['Technology'],,,False,Increased
2024,4,597,5.1 B,Haslam,Bill,Bill Haslam,1958-08-23,65,Male,United States,United States,Knoxville,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,597,5.1 B,Henry,John,John Henry,1949-09-13,74,Male,United States,United States,Boca Raton,Sports,['Sports'],,,True,Increased
2024,4,597,5.1 B,Hopp,Dietmar,Dietmar Hopp & family,1940-04-26,83,Male,Germany,Germany,Walldorf,Technology,['Technology'],,,True,Increased
2024,4,597,5.1 B,Ishbia,Justin,Justin Ishbia,1977-09-18,46,Male,United States,United States,Chicago,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,597,5.1 B,Liemandt,Joseph,Joseph Liemandt,1968-08-05,55,Male,United States,United States,Austin,Technology,['Technology'],,,True,Increased
2024,4,597,5.1 B,Liu,Yonghao,Liu Yonghao & family,1951-09-01,72,Male,China,China,Chengdu,Service,['Service'],,,True,Decreased
2024,4,597,5.1 B,Mnaymneh,Sami,Sami Mnaymneh,1961-07-13,62,Male,United States,United States,Miami Beach,Finance & Investments,['Finance & Investments'],,,True,Remained Even
2024,4,597,5.1 B,Pritzker,Jean (Gigi),Jean (Gigi) Pritzker,1962-07-01,61,Female,United States,United States,Los Angeles,Service,['Service'],,,False,Increased
2024,4,597,5.1 B,Sajwani,Hussain,Hussain Sajwani,1953-03-01,71,Male,United Arab Emirates,United Arab Emirates,Dubai,Real Estate,['Real Estate'],,,True,Increased
2024,4,597,5.1 B,Tamer,Tony,Tony Tamer,1957-10-12,66,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],,,True,Remained Even
2024,4,597,5.1 B,Ulker,Murat,Murat Ulker,1959-03-23,65,Male,Turkey,Turkey,Istanbul,Food & Beverage,['Food & Beverage'],,,False,Increased
2024,4,597,5.1 B,Wadhwani,Romesh T.,Romesh T. Wadhwani,1947-08-25,76,Male,United States,United States,Palo Alto,Technology,['Technology'],Symphony Technology Group,Founder and Chairman,True,Remained Even
2024,4,612,5.0 B,Chestnut,Ben,Ben Chestnut,1974-06-15,49,Male,United States,United States,Atlanta,Technology,['Technology'],,,True,Increased
2024,4,612,5.0 B,Gupta,Vinod Rai,Vinod Rai Gupta,1945-09-15,78,Female,India,India,Delhi,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,612,5.0 B,Johnson-Leipold,Helen,Helen Johnson-Leipold,1956-12-30,67,Female,United States,United States,Racine,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,612,5.0 B,Katz,Daryl,Daryl Katz,1961-09-01,62,Male,Canada,Canada,Edmonton,Diversified,['Diversified'],Katz Group,Founder and Chairman,True,Increased
2024,4,612,5.0 B,Kulibaev,Timur,Timur Kulibaev,1966-09-10,57,Male,Kazakhstan,Kazakhstan,Almaty,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,612,5.0 B,Kulibaeva,Dinara,Dinara Kulibaeva,1967-08-19,56,Female,Kazakhstan,Kazakhstan,Almaty,Finance & Investments,['Finance & Investments'],,,False,Increased
2024,4,612,5.0 B,Leclercq,Michel,Michel Leclercq & family,1939-05-27,84,Male,France,France,Lille,Fashion & Retail,['Fashion & Retail'],,,False,Remained Even
2024,4,612,5.0 B,Luo,Liguo,Luo Liguo & family,1956-03-01,68,Male,China,China,Ningbo,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,612,5.0 B,Sall,John,John Sall,1948-04-04,75,Male,United States,United States,Cary,Technology,['Technology'],SAS Institute,"Co-Founder, Executive Vice President",True,Increased
2024,4,612,5.0 B,Schoerghuber,Alexandra,Alexandra Schoerghuber & family,1958-07-24,65,Female,Germany,Germany,Munich,Real Estate,['Real Estate'],,,False,Remained Even
2024,4,612,5.0 B,Shoen,Mark,Mark Shoen,1950-11-20,73,Male,United States,United States,Phoenix,Automotive,['Automotive'],,,False,Increased
2024,4,612,5.0 B,Xie,Ken,Ken Xie,1963-01-26,61,Male,United States,United States,Los Altos Hills,Technology,['Technology'],,,True,Increased
2024,4,624,4.9 B,Birmingham Perot,Margot,Margot Birmingham Perot,1933-11-15,90,Female,United States,United States,Dallas,Technology,['Technology'],,,False,Increased
2024,4,624,4.9 B,Bulgheroni,Alejandro,Alejandro Bulgheroni,1944-11-01,79,Male,Argentina,Uruguay,Manantiales,Energy,['Energy'],,,False,Increased
2024,4,624,4.9 B,Chao,Albert,Albert Chao & family,1949-07-15,74,Male,United States,United States,Houston,Manufacturing,['Manufacturing'],,,False,
2024,4,624,4.9 B,Chao,James,James Chao & family,1947-09-15,76,Male,United States,United States,Houston,Manufacturing,['Manufacturing'],,,False,
2024,4,624,4.9 B,Chao Jenkins,Dorothy,Dorothy Chao Jenkins & family,1945-09-15,78,Female,United States,United States,Lakeland,Manufacturing,['Manufacturing'],,,False,
2024,4,624,4.9 B,Chung,Mong-Koo,Mong-Koo Chung,1938-03-19,86,Male,South Korea,South Korea,Seoul,Automotive,['Automotive'],,,False,Increased
2024,4,624,4.9 B,Dorsey,Jack,Jack Dorsey,1976-11-19,47,Male,United States,United States,San Francisco,Technology,['Technology'],Twitter,Cofounder,True,Increased
2024,4,624,4.9 B,Hunt,Johnelle,Johnelle Hunt,1932-01-04,92,Female,United States,United States,Fayetteville,Logistics,['Logistics'],,,True,Increased
2024,4,624,4.9 B,Ivanishvili,Bidzina,Bidzina Ivanishvili,1956-02-18,68,Male,Georgia,Georgia,Tbilisi,Finance & Investments,['Finance & Investments'],,,True,Remained Even
2024,4,624,4.9 B,Johnson,H. Fisk,H. Fisk Johnson,1958-05-19,65,Male,United States,United States,Racine,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,624,4.9 B,Johnson,S. Curtis,S. Curtis Johnson,1955-05-05,68,Male,United States,United States,Racine,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,624,4.9 B,Krishnan,Ananda,Ananda Krishnan,1938-04-01,86,Male,Malaysia,Malaysia,Kuala Lumpur,Telecom,['Telecom'],,,True,Decreased
2024,4,624,4.9 B,Louis-Dreyfus,Margarita,Margarita Louis-Dreyfus & family,1962-06-01,61,Female,Switzerland,Switzerland,Davos,Food & Beverage,['Food & Beverage'],Louis Dreyfus SAS,President,False,Increased
2024,4,624,4.9 B,Marquart,Winifred J.,Winifred J. Marquart,1959-04-06,64,Female,United States,United States,Virginia Beach,Manufacturing,['Manufacturing'],,,False,Increased
2024,4,624,4.9 B,Mistry,Firoz,Firoz Mistry,1997-01-01,27,Male,Ireland,India,Mumbai,Diversified,['Diversified'],,,False,
2024,4,624,4.9 B,Mistry,Zahan,Zahan Mistry,1999-01-01,25,Male,Ireland,India,Mumbai,Diversified,['Diversified'],,,False,
2024,4,624,4.9 B,Moreno,Arturo,Arturo Moreno,1946-08-14,77,Male,United States,United States,Phoenix,Sports,['Sports'],,,True,Increased
2024,4,624,4.9 B,Raheja,Chandru,Chandru Raheja,1940-10-01,83,Male,India,India,Mumbai,Real Estate,['Real Estate'],,,False,Increased
2024,4,624,4.9 B,Rales,Mitchell,Mitchell Rales,1956-08-21,67,Male,United States,United States,Potomac,Manufacturing,['Manufacturing'],,,True,Decreased
2024,4,624,4.9 B,Rees-Jones,Trevor,Trevor Rees-Jones,1951-08-12,72,Male,United States,United States,Dallas,Energy,['Energy'],,,True,Increased
2024,4,624,4.9 B,Reitan,Odd,Odd Reitan & family,1951-09-11,72,Male,Norway,Norway,Trondheim,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,624,4.9 B,Sehgal,Vivek Chaand,Vivek Chaand Sehgal,1956-09-28,67,Male,Australia,India,Delhi,Automotive,['Automotive'],,,True,Increased
2024,4,624,4.9 B,Wertheim,Herbert,Herbert Wertheim,1939-05-23,84,Male,United States,United States,Coral Gables,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,624,4.9 B,Zhang,Yong,Zhang Yong,1970-07-01,53,Male,Singapore,Singapore,Singapore,Food & Beverage,['Food & Beverage'],,,True,Decreased
2024,4,648,4.8 B,De'Longhi,Giuseppe,Giuseppe De'Longhi & family,1939-04-24,84,Male,Italy,Italy,Treviso,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,648,4.8 B,Feinberg,Stephen,Stephen Feinberg,1960-03-29,64,Male,United States,United States,New York,Finance & Investments,['Finance & Investments'],Cerberus Capital Management,Co-founder and CEO,True,Increased
2024,4,648,4.8 B,Fidani,Carlo,Carlo Fidani,1955-01-01,69,Male,Canada,Canada,Toronto,Real Estate,['Real Estate'],Orlando Corporation,Chairman,False,Increased
2024,4,648,4.8 B,Gangwal,Rakesh,Rakesh Gangwal,1953-07-25,70,Male,United States,United States,Miami,Service,['Service'],,,True,Increased
2024,4,648,4.8 B,Gao,Dekang,Gao Dekang & family,1952-02-01,72,Male,China,China,Changshu,Fashion & Retail,['Fashion & Retail'],,,True,Decreased
2024,4,648,4.8 B,Jagtiani,Renuka,Renuka Jagtiani,1954-01-01,70,Female,India,United Arab Emirates,Dubai,Fashion & Retail,['Fashion & Retail'],,,False,
2024,4,648,4.8 B,Kamath,Nithin,Nithin Kamath,1979-10-05,44,Male,India,India,Bangalore,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,648,4.8 B,Liu,Richard,Richard Liu,1974-03-10,50,Male,China,China,Beijing,Technology,['Technology'],,,True,Decreased
2024,4,648,4.8 B,Pieper,Michael,Michael Pieper,1946-02-05,78,Male,Switzerland,Switzerland,Lucerne,Manufacturing,['Manufacturing'],Artemis Real Estate Partners,CEO of Artemis Group,True,Decreased
2024,4,648,4.8 B,Simon,Herb,Herb Simon,1934-10-23,89,Male,United States,United States,Indianapolis,Real Estate,['Real Estate'],Simon Property Group,"Chairman Emeritus of the Board of Simon Property Group, Inc.",True,Increased
2024,4,648,4.8 B,Spielberg,Steven,Steven Spielberg,1946-12-18,77,Male,United States,United States,Pacific Palisades,Media & Entertainment,['Media & Entertainment'],,,True,Increased
2024,4,648,4.8 B,Tahir,,Tahir & family,1952-03-26,72,Male,Indonesia,Indonesia,Jakarta,Diversified,['Diversified'],,,True,Increased
2024,4,648,4.8 B,Wyss,Hansjoerg,Hansjoerg Wyss,1935-01-01,89,Male,Switzerland,United States,Wilson,Healthcare,['Healthcare'],,,True,Decreased
2024,4,661,4.7 B,Basilico,Rocco,Rocco Basilico,1989-07-11,34,Male,Italy,United States,Los Angeles,Fashion & Retail,['Fashion & Retail'],,,False,Increased
2024,4,661,4.7 B,Berkley,William,William Berkley,1946-09-01,77,Male,United States,United States,Coconut Grove,Finance & Investments,['Finance & Investments'],W. R. Berkley,Chairman and CEO,True,Increased
2024,4,661,4.7 B,Boguslavsky,Leonid,Leonid Boguslavsky,1951-06-17,72,Male,Canada,Italy,Florence,Finance & Investments,['Finance & Investments'],,,True,Increased
2024,4,661,4.7 B,Chan,Laiwa,Chan Laiwa & family,1941-01-01,83,Female,China,China,Beijing,Real Estate,['Real Estate'],,Philanthropist,True,Increased
2024,4,661,4.7 B,Crippa,Giuseppe,Giuseppe Crippa & family,1935-05-05,88,Male,Italy,Italy,Cernusco Lombardone,Manufacturing,['Manufacturing'],,,True,Increased
2024,4,661,4.7 B,Dart,Kenneth,Kenneth Dart,1955-04-21,68,Male,Belize,Cayman Islands,George Town,Finance & Investments,['Finance & Investments'],,,False,Increased
